lemma,form,frequency
изнывать,ipf,inf_act,2
изнывать,ipf,fin_praes_indic_act,1
изнывать,ipf,fin_fut_act,1
изобличать,ipf,partcp_praes_act,4
изобличать,ipf,inf_act,2
изобличать,ipf,fin_praet_indic_act,1
изобличать,ipf,fin_praes_indic_act,1
изобличить,pf,fin_praet_indic_act,4
изобличить,pf,partcp_praet_pass,1
изобличить,pf,inf_act,1
изображать,ipf,fin_praet_indic_act,49
изображать,ipf,fin_praes_indic_act,24
изображать,ipf,inf_act,19
изображать,ipf,partcp_praes_act,18
изображать,ipf,ger_praes_act,18
изображать,ipf,partcp_praet_act,10
изображать,ipf,partcp_praes_pass,6
изображать,ipf,fin_fut_act,3
изображать,ipf,fin_imper_act,1
изображать,ipf,fin_fut_indic_act,1
изображаться,ipf,fin_praet_indic_med,12
изображаться,ipf,fin_praes_indic_med,7
изобразить,pf,partcp_praet_pass,52
изобразить,pf,fin_praet_indic_act,39
изобразить,pf,fin_fut_pass,23
изобразить,pf,inf_act,21
изобразить,pf,fin_imper_act,8
изобразить,pf,ger_praet_act,4
изобразить,pf,fin_fut_indic_act,2
изобразить,pf,partcp_praet_act,1
изобразить,pf,fin_fut_act,1
изобразиться,pf,fin_praet_indic_med,1
изобрести,pf,fin_praet_indic_act,45
изобрести,pf,partcp_praet_pass,20
изобрести,pf,inf_act,13
изобрести,pf,fin_fut_pass,6
изобрести,pf,fin_fut_indic_act,2
изобрести,pf,fin_fut_act,2
изобрести,pf,fin_imper_act,1
изобрести,pf,ger_praet_act,1
изобретать,ipf,inf_act,11
изобретать,ipf,fin_praet_indic_act,8
изобретать,ipf,fin_praes_indic_act,7
изобретать,ipf,ger_praes_act,4
изогнуть,pf,partcp_praet_pass,15
изогнуть,pf,ger_praet_act,2
изогнуть,pf,fin_praet_indic_act,1
изогнуть,pf,inf_act,1
изогнуться,pf,fin_praet_indic_med,4
изогнуться,pf,ger_praet_med,3
изогнуться,pf,fin_fut_indic_med,1
изогнуться,pf,partcp_praet_med,1
изодрать,pf,partcp_praet_pass,3
изойти,pf,fin_praet_indic_act,4
изойти,pf,partcp_praet_act,1
изойти,pf,fin_fut_indic_act,1
изорвать,pf,fin_praet_indic_act,4
изорвать,pf,partcp_praet_pass,4
изорвать,pf,fin_fut_indic_act,2
изорвать,pf,partcp_praet_act,1
изорвать,pf,ger_praet_act,1
изощрить,pf,partcp_praet_pass,2
изощрять,ipf,fin_praes_indic_act,1
изощряться,ipf,fin_praet_indic_med,5
изощряться,ipf,ger_praes_med,1
изощряться,ipf,fin_praes_indic_med,1
израсходовать,pf,fin_praet_indic_act,8
израсходовать,pf,partcp_praet_pass,8
израсходовать,pf,fin_fut_pass,3
израсходовать,pf,inf_act,2
изрезать,pf,partcp_praet_pass,11
изрезать,pf,fin_praet_indic_act,9
изрезать,pf,fin_fut_pass,2
изрекать,ipf,fin_praes_indic_act,2
изрекать,ipf,inf_act,1
изречь,pf,fin_praet_indic_act,16
изречь,pf,inf_act,4
изречь,pf,partcp_praet_pass,2
изрешетить,pf,fin_fut_indic_act,2
изрешетить,pf,inf_act,1
изрубить,pf,partcp_praet_pass,3
изрубить,pf,fin_praet_indic_act,1
изрываться,ipf,fin_praet_indic_med,1
изрыгать,ipf,fin_praes_indic_act,1
изрыгать,ipf,ger_praes_act,1
изрыть,pf,partcp_praet_pass,12
изрыть,pf,fin_praet_indic_act,1
изрыть,pf,fin_fut_pass,1
изувечить,pf,partcp_praet_pass,6
изувечить,pf,fin_praet_indic_act,3
изукрасить,pf,partcp_praet_pass,4
изукрасить,pf,fin_praet_indic_act,1
изукрасить,pf,fin_fut_indic_act,1
изумить,pf,partcp_praet_pass,10
изумить,pf,fin_praet_indic_act,4
изумить,pf,partcp_praet_act,1
изумить,pf,inf_act,1
изумиться,pf,fin_praet_indic_med,42
изумиться,pf,partcp_praet_med,2
изумиться,pf,inf_med,1
изумиться,pf,ger_praet_med,1
изумлять,ipf,fin_praes_indic_act,5
изумлять,ipf,fin_praet_indic_act,3
изумлять,ipf,inf_act,1
изумлять,ipf,partcp_praes_act,1
изумляться,ipf,fin_praes_indic_med,6
изумляться,ipf,fin_praet_indic_med,6
изумляться,ipf,ger_praes_med,5
изумляться,ipf,inf_med,2
изумляться,ipf,fin_fut_med,2
изуродовать,pf,partcp_praet_pass,20
изуродовать,pf,fin_praet_indic_act,6
изуродовать,pf,inf_act,5
изуродовать,pf,fin_fut_pass,2
изуродовать,pf,fin_fut_indic_act,1
изучать,ipf,fin_praet_indic_act,73
изучать,ipf,inf_act,65
изучать,ipf,fin_praes_indic_act,52
изучать,ipf,partcp_praes_pass,28
изучать,ipf,ger_praes_act,14
изучать,ipf,partcp_praes_act,13
изучать,ipf,partcp_praet_act,4
изучать,ipf,fin_imper_act,3
изучать,ipf,fin_fut_act,3
изучить,pf,partcp_praet_pass,72
изучить,pf,fin_praet_indic_act,47
изучить,pf,inf_act,32
изучить,pf,fin_fut_pass,8
изучить,pf,ger_praet_act,5
изучить,pf,fin_fut_indic_act,3
изучить,pf,partcp_praet_act,1
изъесть,pf,partcp_praet_pass,8
изъесть,pf,fin_praet_indic_act,1
изъявить,pf,fin_praet_indic_act,6
изъявить,pf,fin_fut_indic_act,2
изъявлять,ipf,fin_praet_indic_act,2
изъязвить,pf,partcp_praet_pass,1
изъясниться,pf,inf_med,1
изъясняться,ipf,inf_med,6
изъясняться,ipf,fin_praet_indic_med,4
изъясняться,ipf,fin_praes_indic_med,2
изъять,pf,partcp_praet_pass,16
изъять,pf,fin_praet_indic_act,15
изъять,pf,inf_act,7
изъять,pf,fin_fut_pass,3
изъять,pf,fin_fut_act,2
изымать,ipf,fin_praet_indic_act,2
изымать,ipf,fin_praes_indic_act,2
изымать,ipf,ger_praes_act,2
изымать,ipf,inf_act,1
изыскать,pf,inf_act,5
изыскать,pf,fin_praet_indic_act,2
изыскать,pf,partcp_praet_pass,2
изыскать,pf,fin_fut_indic_act,1
изыскивать,ipf,inf_act,3
изыскивать,ipf,fin_praet_indic_act,1
изыскивать,ipf,fin_praes_indic_act,1
изыскивать,ipf,partcp_praes_act,1
иллюстрировать,ipf,fin_praes_indic_act,13
иллюстрировать,ipf,partcp_praes_act,7
иллюстрировать,ipf,fin_praet_indic_act,6
иллюстрировать,ipf,inf_act,2
иллюстрировать,ipf,partcp_praes_pass,1
иллюстрировать,ipf,ger_praes_act,1
иллюстрировать,pf,partcp_praet_pass,12
иллюстрировать,pf,fin_praet_indic_act,1
именовать,ipf,partcp_praes_pass,39
именовать,ipf,fin_praes_indic_act,17
именовать,ipf,inf_act,8
именовать,ipf,fin_praet_indic_act,5
именовать,ipf,ger_praes_act,4
именовать,ipf,partcp_praes_act,3
именовать,ipf,fin_fut_act,1
именоваться,ipf,fin_praes_indic_med,19
именоваться,ipf,fin_praet_indic_med,12
именоваться,ipf,partcp_praet_med,3
именоваться,ipf,inf_med,3
имитировать,ipf,fin_praes_indic_act,11
имитировать,ipf,inf_act,8
имитировать,ipf,partcp_praes_act,6
имитировать,ipf,fin_praet_indic_act,5
имитировать,ipf,ger_praes_act,3
имитировать,ipf,partcp_praes_pass,2
имитировать,ipf,partcp_praet_act,1
имитировать,ipf,partcp_praet_pass,1
импровизировать,ipf,fin_praet_indic_act,4
импровизировать,ipf,partcp_praet_pass,2
импровизировать,ipf,fin_praes_indic_act,2
импровизировать,ipf,inf_act,1
индеветь,ipf,partcp_praes_act,1
инспектировать,ipf,ger_praes_act,1
инструктировать,ipf,fin_praet_indic_act,4
инструктировать,ipf,inf_act,1
интервьюировать,ipf,partcp_praet_act,1
интервьюировать,ipf,fin_praet_indic_act,1
интервьюировать,ipf,fin_praes_indic_act,1
интервьюировать,ipf,fin_fut_act,1
интересоваться,ipf,fin_praes_indic_med,93
интересоваться,ipf,fin_praet_indic_med,84
интересоваться,ipf,inf_med,34
интересоваться,ipf,partcp_praes_med,12
интересоваться,ipf,ger_praes_med,4
интересоваться,ipf,fin_fut_med,2
интересоваться,ipf,fin_praes_indic_act,1
интриговать,ipf,fin_praes_indic_act,5
интриговать,ipf,partcp_praes_act,4
интриговать,ipf,inf_act,2
интриговать,ipf,fin_praet_indic_act,2
интриговать,ipf,partcp_praet_act,1
информировать,ipf,inf_act,12
информировать,ipf,partcp_praet_pass,7
информировать,ipf,fin_praet_indic_act,4
информировать,ipf,fin_praes_indic_act,4
информировать,ipf,fin_fut_act,2
информировать,ipf,partcp_praes_pass,1
информировать,pf,inf_act,1
информировать,pf,partcp_praet_pass,1
искажать,ipf,fin_praes_indic_act,8
искажать,ipf,fin_praet_indic_act,3
искажать,ipf,ger_praes_act,3
искажать,ipf,inf_act,2
искажать,ipf,partcp_praes_pass,1
искажать,ipf,partcp_praes_act,1
искажаться,ipf,fin_praet_indic_med,2
искажаться,ipf,fin_praes_indic_med,2
исказить,pf,partcp_praet_pass,17
исказить,pf,fin_praet_indic_act,11
исказить,pf,fin_fut_pass,2
исказить,pf,inf_act,2
исказить,pf,fin_fut_indic_act,1
исказиться,pf,fin_praet_indic_med,8
искалечить,pf,partcp_praet_pass,8
искалечить,pf,fin_praet_indic_act,4
искалечить,pf,fin_fut_indic_act,2
искалечить,pf,fin_fut_pass,1
искалечиться,pf,fin_praet_indic_med,1
исклевать,pf,partcp_praet_pass,1
исключать,ipf,fin_praes_indic_act,46
исключать,ipf,fin_praet_indic_act,16
исключать,ipf,inf_act,14
исключать,ipf,partcp_praes_act,9
исключать,ipf,ger_praes_act,4
исключать,ipf,partcp_praet_act,1
исключить,pf,partcp_praet_pass,119
исключить,pf,inf_act,32
исключить,pf,fin_praet_indic_act,24
исключить,pf,fin_fut_pass,7
исключить,pf,fin_fut_indic_act,3
исключить,pf,ger_praet_act,2
исключить,pf,fin_fut_act,2
исключить,pf,fin_imper_act,1
исковеркать,pf,partcp_praet_pass,9
исковеркать,pf,fin_praet_indic_act,3
исковеркать,pf,inf_act,1
исковеркать,pf,fin_fut_indic_act,1
исколотить,pf,fin_praet_indic_act,1
исколоть,pf,partcp_praet_pass,2
исколоть,pf,inf_act,1
исколоть,pf,fin_praet_indic_act,1
искорежить,pf,partcp_praet_pass,7
искорежить,pf,fin_praet_indic_act,2
искоренить,pf,inf_act,4
искоренить,pf,partcp_praet_pass,1
искоренить,pf,fin_praet_indic_act,1
искоренять,ipf,inf_act,2
искоренять,ipf,fin_praet_indic_act,2
искоренять,ipf,fin_fut_act,1
искореняться,ipf,fin_fut_med,1
искривить,pf,partcp_praet_pass,17
искривить,pf,fin_fut_indic_act,1
искривиться,pf,partcp_praet_med,1
искривлять,ipf,fin_praes_indic_act,1
искривляться,ipf,fin_praes_indic_med,3
искривляться,ipf,inf_med,1
искромсать,pf,fin_praet_indic_act,1
искромсать,pf,partcp_praet_pass,1
искромсать,pf,ger_praet_act,1
искромсать,pf,fin_fut_pass,1
искрошить,pf,fin_fut_indic_act,2
искрошить,pf,partcp_praet_pass,1
искрошиться,pf,fin_praet_indic_med,1
искупать,ipf,fin_praes_indic_act,4
искупать,ipf,fin_praet_indic_act,2
искупать,ipf,partcp_praes_act,1
искупать,pf,inf_act,2
искупаться,ipf,fin_praet_indic_med,2
искупаться,pf,fin_praet_indic_med,6
искупаться,pf,inf_med,4
искупаться,pf,fin_imper_med,3
искупаться,pf,ger_praet_med,2
искупаться,pf,fin_fut_indic_med,1
искупить,pf,fin_praet_indic_act,5
искупить,pf,inf_act,3
искупить,pf,fin_fut_pass,1
искупиться,pf,fin_praet_indic_med,1
искусать,pf,fin_praet_indic_act,4
искусать,pf,partcp_praet_pass,3
искусать,pf,fin_fut_pass,1
искусить,pf,partcp_praet_pass,1
искусить,pf,fin_fut_act,1
искусить,pf,fin_fut_pass,1
искуситься,pf,fin_fut_med,1
искушать,ipf,fin_praes_indic_act,2
искушать,ipf,inf_act,2
искушать,ipf,ger_praes_act,2
искушать,ipf,fin_imper_act,1
искушать,ipf,fin_praet_indic_act,1
искушать,ipf,partcp_praes_pass,1
испакостить,pf,inf_act,1
испакостить,pf,fin_praet_indic_act,1
испариться,pf,fin_praet_indic_med,8
испариться,pf,fin_fut_indic_med,4
испариться,pf,partcp_praet_med,1
испариться,pf,inf_med,1
испарять,ipf,ger_praes_act,2
испарять,ipf,inf_act,1
испарять,ipf,partcp_praes_pass,1
испарять,ipf,partcp_praes_act,1
испаряться,ipf,fin_praes_indic_med,5
испаряться,ipf,inf_med,2
испаряться,ipf,fin_praet_indic_med,2
испаряться,ipf,partcp_praes_med,1
испаряться,ipf,fin_fut_med,1
испаряться,ipf,ger_praes_med,1
испачкать,pf,partcp_praet_pass,10
испачкать,pf,inf_act,3
испачкать,pf,fin_praet_indic_act,1
испачкать,pf,fin_fut_pass,1
испачкаться,pf,fin_fut_indic_med,1
испачкаться,pf,fin_praet_indic_med,1
испепелить,pf,inf_act,1
испепелять,ipf,partcp_praes_act,4
испепелять,ipf,fin_praet_indic_act,1
испепелять,ipf,fin_praes_indic_act,1
испепелять,ipf,ger_praes_act,1
испестрить,pf,fin_praet_indic_act,1
испечь,pf,inf_act,4
испечь,pf,fin_praet_indic_act,4
испечь,pf,partcp_praet_pass,3
испечь,pf,fin_fut_indic_act,2
испечь,pf,fin_imper_act,1
испечь,pf,fin_fut_act,1
испечь,pf,fin_fut_pass,1
испечься,pf,fin_praet_indic_med,2
испечься,pf,fin_fut_indic_med,1
испещрить,pf,partcp_praet_pass,9
испещрить,pf,fin_fut_pass,3
испещрить,pf,fin_praet_indic_act,1
испещрять,ipf,fin_praes_indic_act,1
испивать,ipf,fin_praet_indic_act,1
испивать,ipf,ger_praes_act,1
исписать,pf,partcp_praet_pass,29
исписать,pf,fin_praet_indic_act,9
исписать,pf,fin_fut_pass,5
исписать,pf,ger_praet_act,1
исписать,pf,fin_fut_indic_act,1
исписаться,pf,partcp_praet_med,1
исписывать,ipf,inf_act,1
исписывать,ipf,fin_praet_indic_act,1
исписывать,ipf,fin_praes_indic_act,1
испить,pf,inf_act,5
испить,pf,ger_praet_act,2
испить,pf,fin_praet_indic_act,1
исповедать,pf,inf_act,2
исповедать,pf,fin_praet_indic_act,2
исповедаться,ipf,partcp_praes_med,1
исповедаться,pf,inf_med,3
исповедовать,ipf,fin_praes_indic_act,14
исповедовать,ipf,fin_praet_indic_act,9
исповедовать,ipf,partcp_praes_act,3
исповедовать,ipf,inf_act,2
исповедовать,ipf,partcp_praes_pass,1
исповедовать,ipf,ger_praes_act,1
исповедоваться,ipf,inf_med,6
исповедоваться,ipf,fin_praet_indic_med,3
исповедоваться,ipf,fin_praes_indic_med,2
исповедоваться,ipf,fin_imper_med,1
исповедоваться,ipf,partcp_praes_med,1
исповедоваться,ipf,ger_praes_med,1
исповедоваться,pf,fin_praet_indic_med,1
испоганить,pf,inf_act,1
исполнить,pf,fin_praet_indic_act,53
исполнить,pf,inf_act,48
исполнить,pf,partcp_praet_pass,28
исполнить,pf,fin_fut_pass,15
исполнить,pf,fin_fut_indic_act,12
