lemma,form,frequency
ударить,pf,inf_act,42
ударить,pf,fin_fut_indic_act,40
ударить,pf,ger_praet_act,8
ударить,pf,partcp_praet_act,6
ударить,pf,partcp_praet_pass,2
ударить,pf,fin_imper_act,2
ударить,pf,fin_fut_act,1
удариться,pf,fin_praet_indic_med,33
удариться,pf,ger_praet_med,7
удариться,pf,inf_med,3
удариться,pf,fin_fut_indic_med,1
ударять,ipf,fin_praet_indic_act,18
ударять,ipf,fin_praes_indic_act,12
ударять,ipf,ger_praes_act,8
ударять,ipf,inf_act,1
ударять,ipf,partcp_praes_act,1
ударяться,ipf,fin_praet_indic_med,4
ударяться,ipf,fin_praes_indic_med,3
ударяться,ipf,inf_med,2
ударяться,ipf,ger_praes_med,2
удаться,pf,fin_praet_indic_med,616
удаться,pf,fin_fut_indic_med,137
удаться,pf,partcp_praet_med,4
удаться,pf,inf_med,1
удваивать,ipf,fin_praes_indic_act,1
удваивать,ipf,ger_praes_act,1
удваиваться,ipf,fin_praes_indic_med,5
удваиваться,ipf,fin_praet_indic_med,1
удвоить,pf,inf_act,5
удвоить,pf,fin_praet_indic_act,4
удвоить,pf,partcp_praet_pass,1
удвоиться,pf,fin_praet_indic_med,6
удвоиться,pf,fin_fut_indic_med,2
уделать,pf,fin_fut_indic_act,2
уделить,pf,fin_praet_indic_act,11
уделить,pf,fin_fut_pass,10
уделить,pf,inf_act,9
уделить,pf,partcp_praet_pass,6
уделить,pf,fin_fut_indic_act,3
уделить,pf,fin_imper_act,1
уделять,ipf,fin_praes_indic_act,19
уделять,ipf,inf_act,11
уделять,ipf,fin_praet_indic_act,11
уделять,ipf,partcp_praes_pass,1
уделять,ipf,fin_fut_act,1
уделять,ipf,ger_praes_act,1
удержать,pf,inf_act,50
удержать,pf,fin_praet_indic_act,30
удержать,pf,fin_fut_indic_act,13
удержать,pf,ger_praet_act,3
удержать,pf,partcp_praet_pass,2
удержать,pf,fin_fut_pass,2
удержать,pf,fin_imper_act,1
удержать,pf,partcp_praet_act,1
удержать,pf,fin_fut_act,1
удержаться,pf,fin_praet_indic_med,61
удержаться,pf,inf_med,41
удержаться,pf,fin_fut_indic_med,8
удержаться,pf,ger_praet_med,5
удержаться,pf,fin_fut_med,2
удерживать,ipf,fin_praet_indic_act,19
удерживать,ipf,fin_praes_indic_act,17
удерживать,ipf,ger_praes_act,14
удерживать,ipf,inf_act,12
удерживать,ipf,partcp_praes_act,8
удерживать,ipf,fin_imper_act,3
удерживать,ipf,partcp_praes_pass,2
удерживаться,ipf,fin_praes_indic_med,14
удерживаться,ipf,fin_praet_indic_med,9
удерживаться,ipf,inf_med,3
удерживаться,ipf,ger_praes_med,1
удерживаться,ipf,fin_fut_med,1
удесятерить,pf,partcp_praet_pass,3
удесятерить,pf,fin_praet_indic_act,1
удесятерять,ipf,fin_praet_indic_act,1
удесятерять,ipf,fin_praes_indic_act,1
удесятеряться,ipf,fin_praes_indic_med,2
удешевить,pf,partcp_praet_pass,1
удешевлять,ipf,fin_praes_indic_act,3
удешевлять,ipf,inf_act,1
удешевлять,ipf,fin_praet_indic_act,1
удивить,pf,fin_praet_indic_act,84
удивить,pf,partcp_praet_pass,36
удивить,pf,inf_act,20
удивить,pf,fin_fut_indic_act,18
удивить,pf,fin_fut_pass,13
удивить,pf,partcp_praet_act,3
удивить,pf,ger_praet_act,3
удивить,pf,fin_imper_act,1
удивить,pf,fin_fut_act,1
удивиться,pf,fin_praet_indic_med,434
удивиться,pf,fin_fut_indic_med,15
удивиться,pf,inf_med,7
удивиться,pf,ger_praet_med,4
удивлять,ipf,fin_praet_indic_act,37
удивлять,ipf,fin_praes_indic_act,31
удивлять,ipf,inf_act,13
удивлять,ipf,fin_fut_act,1
удивлять,ipf,ger_praes_act,1
удивляться,ipf,fin_praet_indic_med,106
удивляться,ipf,fin_praes_indic_med,81
удивляться,ipf,inf_med,59
удивляться,ipf,ger_praes_med,26
удивляться,ipf,fin_imper_med,14
удивляться,ipf,partcp_praet_med,3
удивляться,ipf,fin_fut_indic_med,1
удирать,ipf,fin_praet_indic_act,5
удирать,ipf,inf_act,2
удирать,ipf,partcp_praes_act,1
удить,ipf,inf_act,2
удить,ipf,fin_praes_indic_act,1
удлинить,pf,inf_act,3
удлинить,pf,fin_praet_indic_act,2
удлинить,pf,partcp_praet_pass,2
удлиниться,pf,fin_fut_indic_med,1
удлиниться,pf,fin_praet_indic_med,1
удлиниться,pf,partcp_praet_med,1
удлиниться,pf,inf_med,1
удлинять,ipf,ger_praes_act,2
удлинять,ipf,inf_act,1
удлинять,ipf,fin_praet_indic_act,1
удлинять,ipf,fin_praes_indic_act,1
удлиняться,ipf,fin_praet_indic_med,3
удлиняться,ipf,inf_med,2
удлиняться,ipf,fin_praes_indic_med,1
удлиняться,ipf,partcp_praes_med,1
удобрить,pf,partcp_praet_pass,4
удобрять,ipf,inf_act,2
удобрять,ipf,fin_praet_indic_act,1
удовлетворить,pf,inf_act,34
удовлетворить,pf,partcp_praet_pass,31
удовлетворить,pf,fin_praet_indic_act,20
удовлетворить,pf,fin_fut_pass,10
удовлетворить,pf,fin_fut_indic_act,7
удовлетворить,pf,ger_praet_act,1
удовлетвориться,pf,inf_med,6
удовлетвориться,pf,fin_praet_indic_med,3
удовлетвориться,pf,fin_fut_indic_med,2
удовлетвориться,pf,ger_praet_med,2
удовлетворять,ipf,fin_praes_indic_act,25
удовлетворять,ipf,fin_praet_indic_act,19
удовлетворять,ipf,inf_act,15
удовлетворять,ipf,partcp_praes_act,7
удовлетворять,ipf,partcp_praet_act,1
удовлетворять,ipf,ger_praes_act,1
удовлетворяться,ipf,fin_praes_indic_med,5
удовлетворяться,ipf,inf_med,2
удовлетворяться,ipf,ger_praes_med,1
удовлетворяться,ipf,fin_praet_indic_med,1
удовольствоваться,ipf,ger_praet_med,1
удовольствоваться,pf,fin_praet_indic_med,1
удорожать,ipf,fin_praes_indic_act,1
удостаивать,ipf,fin_praet_indic_act,4
удостаивать,ipf,fin_praes_indic_act,3
удостаиваться,ipf,fin_praes_indic_med,5
удостаиваться,ipf,fin_praet_indic_med,4
удостоверить,pf,partcp_praet_pass,8
удостоверить,pf,inf_act,2
удостоверить,pf,fin_fut_indic_act,1
удостоверить,pf,ger_praet_act,1
удостоверить,pf,fin_praet_indic_act,1
удостовериться,pf,inf_med,11
удостовериться,pf,fin_praet_indic_med,2
удостовериться,pf,ger_praet_med,1
удостоверять,ipf,partcp_praes_act,26
удостоверять,ipf,fin_praet_indic_act,4
удостоверять,ipf,partcp_praet_act,1
удостоверяться,ipf,fin_praet_indic_med,3
удостоверяться,ipf,inf_med,2
удостоить,pf,fin_fut_pass,9
удостоить,pf,partcp_praet_pass,8
удостоить,pf,fin_praet_indic_act,4
удостоить,pf,ger_praet_act,1
удостоить,pf,inf_act,1
удостоить,pf,fin_fut_indic_act,1
удостоиться,pf,fin_praet_indic_med,13
удостоиться,pf,partcp_praet_med,1
удосуживаться,ipf,fin_praet_indic_med,1
удосужиться,pf,fin_praet_indic_med,6
удочерить,pf,inf_act,3
удочерить,pf,fin_praet_indic_act,3
удочерить,pf,partcp_praet_act,1
удрать,pf,fin_praet_indic_act,10
удрать,pf,inf_act,5
удрать,pf,partcp_praet_act,1
удрать,pf,ger_praet_act,1
удрать,pf,fin_fut_act,1
удрать,pf,fin_fut_indic_act,1
удружить,pf,fin_praet_indic_act,1
удружить,pf,fin_fut_indic_act,1
удручать,ipf,fin_praet_indic_act,5
удручать,ipf,fin_praes_indic_act,3
удручать,ipf,partcp_praes_act,2
удручать,ipf,inf_act,1
удручить,pf,partcp_praet_pass,5
удумать,pf,fin_fut_indic_act,1
удушать,ipf,partcp_praes_act,5
удушать,ipf,fin_praes_indic_act,1
удушить,pf,fin_praet_indic_act,2
удушить,pf,partcp_praet_pass,1
удушить,pf,fin_fut_pass,1
уединить,pf,partcp_praet_pass,4
уединиться,pf,fin_praet_indic_med,7
уединиться,pf,inf_med,2
уединиться,pf,ger_praet_med,2
уединяться,ipf,fin_praet_indic_med,2
уединяться,ipf,fin_praes_indic_med,2
уездиться,pf,fin_praet_indic_med,1
уезжать,ipf,fin_praet_indic_act,95
уезжать,ipf,fin_praes_indic_act,93
уезжать,ipf,inf_act,48
уезжать,ipf,ger_praes_act,20
уезжать,ipf,fin_imper_act,12
уезжать,ipf,fin_fut_act,7
уезжать,ipf,partcp_praes_act,2
уезжать,ipf,partcp_praet_act,2
уезжать,ipf,fin_praes_indic,1
уесть,pf,inf_act,3
уехать,pf,fin_praet_indic_act,441
уехать,pf,inf_act,133
уехать,pf,fin_fut_indic_act,87
уехать,pf,partcp_praet_act,12
уехать,pf,ger_praet_act,5
уехать,pf,fin_fut_act,4
уехать,pf,fin_imper_act,2
ужалить,pf,partcp_praet_pass,2
ужалить,pf,fin_praet_indic_act,1
ужалить,pf,fin_fut_indic_act,1
ужасать,ipf,fin_praet_indic_act,4
ужасать,ipf,fin_praes_indic_act,3
ужасать,ipf,inf_act,1
ужасать,ipf,partcp_praes_act,1
ужасаться,ipf,fin_praet_indic_med,14
ужасаться,ipf,fin_praes_indic_med,5
ужасаться,ipf,ger_praes_med,4
ужасаться,ipf,inf_med,3
ужасаться,ipf,fin_imper_med,3
ужаснуть,pf,fin_praet_indic_act,6
ужаснуть,pf,partcp_praet_act,1
ужаснуться,pf,fin_praet_indic_med,27
ужаснуться,pf,fin_fut_indic_med,1
ужаснуться,pf,ger_praet_med,1
ужать,pf,fin_praet_indic_act,2
ужаться,pf,fin_fut_indic_med,1
ужаться,pf,fin_praet_indic_med,1
ужесточать,ipf,inf_act,1
ужесточаться,ipf,fin_praes_indic_med,1
ужесточить,pf,inf_act,4
ужесточить,pf,fin_praet_indic_act,2
ужесточить,pf,fin_fut_pass,1
ужесточиться,ipf,fin_praet_indic_med,1
ужесточиться,pf,fin_praet_indic_med,1
уживаться,ipf,fin_praet_indic_med,7
уживаться,ipf,fin_praes_indic_med,5
уживаться,ipf,inf_med,5
уживаться,ipf,partcp_praet_med,1
ужинать,ipf,inf_act,35
ужинать,ipf,fin_praet_indic_act,26
ужинать,ipf,fin_praes_indic_act,7
ужиться,pf,fin_fut_indic_med,5
ужиться,pf,inf_med,2
ужиться,pf,fin_praet_indic_med,1
узаконивать,ipf,inf_act,1
узаконивать,ipf,partcp_praet_act,1
узаконить,pf,partcp_praet_pass,8
узаконить,pf,inf_act,5
узаконить,pf,fin_praet_indic_act,2
узнавать,ipf,fin_praes_indic_act,128
узнавать,ipf,fin_praet_indic_act,113
узнавать,ipf,inf_act,47
узнавать,ipf,ger_praes_act,10
узнавать,ipf,fin_fut_act,3
узнавать,ipf,fin_imper_act,2
узнавать,ipf,partcp_praes_act,2
узнаваться,ipf,fin_praes_indic_med,4
узнаваться,ipf,fin_praet_indic_med,1
узнать,pf,fin_praet_indic_act,691
узнать,pf,inf_act,320
узнать,pf,fin_fut_indic_act,210
узнать,pf,ger_praet_act,111
узнать,pf,fin_fut_act,19
узнать,pf,fin_imper_act,14
узнать,pf,partcp_praet_pass,6
узнать,pf,partcp_praet_act,5
узнаться,pf,fin_praet_indic_med,1
узреть,pf,fin_praet_indic_act,6
узреть,pf,fin_fut_indic_act,3
узреть,pf,inf_act,2
узреть,pf,partcp_praet_act,1
уйти,pf,fin_praet_indic_act,1067
уйти,pf,inf_act,217
уйти,pf,fin_fut_indic_act,196
уйти,pf,partcp_praet_act,67
уйти,pf,fin_imper_act,20
уйти,pf,ger_praet_act,15
уйти,pf,fin_fut_act,9
указать,pf,partcp_praet_pass,151
указать,pf,fin_praet_indic_act,107
указать,pf,inf_act,35
указать,pf,fin_fut_pass,22
указать,pf,ger_praet_act,18
указать,pf,fin_fut_indic_act,14
указать,pf,fin_imper_act,12
указать,pf,partcp_praet_act,2
указывать,ipf,fin_praes_indic_act,87
указывать,ipf,fin_praet_indic_act,40
указывать,ipf,ger_praes_act,31
указывать,ipf,inf_act,19
указывать,ipf,partcp_praes_act,8
указывать,ipf,fin_fut_act,4
указывать,ipf,partcp_praet_act,1
указывать,ipf,partcp_praes_pass,1
укатать,pf,inf_act,1
укатать,pf,partcp_praet_pass,1
укатать,pf,fin_praet_indic_act,1
укататься,pf,fin_praet_indic_med,1
укатить,pf,fin_praet_indic_act,13
укатить,pf,fin_fut_indic_act,2
укатиться,pf,fin_praet_indic_med,2
укатывать,ipf,fin_praet_indic_act,2
укатывать,ipf,fin_praes_indic_act,2
укатываться,ipf,fin_praes_indic_med,1
укатываться,ipf,fin_praet_indic_med,1
укатываться,ipf,ger_praes_med,1
укачивать,ipf,fin_praet_indic_act,2
укачивать,ipf,inf_act,1
укачивать,ipf,partcp_praes_act,1
укачивать,ipf,ger_praes_act,1
укачивать,ipf,fin_praes_indic_act,1
укладывать,ipf,fin_praet_indic_act,22
укладывать,ipf,fin_praes_indic_act,19
укладывать,ipf,inf_act,12
укладывать,ipf,ger_praes_act,6
укладываться,ipf,fin_praes_indic_med,29
укладываться,ipf,fin_praet_indic_med,16
укладываться,ipf,partcp_praes_med,5
укладываться,ipf,inf_med,3
укладываться,ipf,partcp_praet_med,1
уклонить,pf,partcp_praet_pass,1
уклониться,pf,inf_med,10
уклониться,pf,fin_praet_indic_med,7
уклониться,pf,fin_fut_indic_med,2
уклониться,pf,partcp_praet_med,2
уклоняться,ipf,fin_praet_indic_med,12
уклоняться,ipf,fin_praes_indic_med,5
уклоняться,ipf,inf_med,5
уклоняться,ipf,ger_praes_med,3
уклоняться,ipf,partcp_praes_med,2
уколоть,pf,inf_act,6
уколоть,pf,fin_praet_indic_act,5
уколоть,pf,fin_fut_indic_act,3
уколоться,pf,inf_med,3
уколоться,pf,fin_praet_indic_med,3
укомплектовать,pf,partcp_praet_pass,4
укомплектовать,pf,fin_fut_pass,4
укомплектовать,pf,fin_praet_indic_act,1
укорачивать,ipf,inf_act,1
укорачивать,ipf,fin_fut_act,1
укорачиваться,ipf,fin_praes_indic_med,5
укоренить,pf,partcp_praet_pass,1
укорениться,pf,partcp_praet_med,3
укорениться,pf,fin_praet_indic_med,2
укорениться,pf,fin_fut_indic_med,1
укореняться,ipf,fin_praes_indic_med,3
укореняться,ipf,fin_praet_indic_med,2
укореняться,ipf,inf_med,2
укорить,pf,fin_praet_indic_act,7
укорить,pf,partcp_praet_act,1
укорить,pf,fin_fut_indic_act,1
укоротить,pf,partcp_praet_pass,9
укоротить,pf,inf_act,3
укоротить,pf,fin_praet_indic_act,2
укоротить,pf,fin_imper_act,1
укоротить,pf,fin_fut_pass,1
укоротить,pf,fin_fut_indic_act,1
укоротиться,pf,fin_praet_indic_med,4
укоротиться,pf,partcp_praet_med,2
укорять,ipf,fin_praet_indic_act,9
укорять,ipf,inf_act,1
укорять,ipf,ger_praes_act,1
украсить,pf,partcp_praet_pass,62
украсить,pf,fin_praet_indic_act,21
украсить,pf,inf_act,21
украсить,pf,fin_fut_pass,11
украсить,pf,fin_fut_indic_act,10
украсить,pf,fin_imper_act,2
украсить,pf,ger_praet_act,2
украсить,pf,partcp_praet_act,1
украсить,pf,fin_fut_act,1
украситься,pf,fin_praet_indic_med,4
украситься,pf,fin_fut_indic_med,2
украсть,pf,fin_praet_indic_act,103
украсть,pf,partcp_praet_pass,33
украсть,pf,inf_act,31
украсть,pf,fin_fut_indic_act,13
украсть,pf,partcp_praet_act,3
украсть,pf,fin_fut_pass,3
украсть,pf,fin_fut_act,3
украсть,pf,fin_imper_act,2
украсть,pf,ger_praet_act,1
украшать,ipf,fin_praet_indic_act,41
украшать,ipf,fin_praes_indic_act,34
украшать,ipf,inf_act,8
украшать,ipf,partcp_praes_act,5
украшать,ipf,partcp_praet_act,2
украшать,ipf,ger_praes_act,2
украшать,ipf,partcp_praes_pass,1
украшать,ipf,fin_fut_act,1
украшать,ipf,fin_fut_indic_act,1
украшаться,ipf,fin_praes_indic_med,3
украшаться,ipf,fin_praet_indic_med,1
укрепить,pf,partcp_praet_pass,32
укрепить,pf,inf_act,29
укрепить,pf,fin_praet_indic_act,17
укрепить,pf,fin_fut_indic_act,7
укрепить,pf,fin_fut_pass,4
укрепить,pf,ger_praet_act,2
укрепить,pf,partcp_praet_act,1
укрепиться,pf,fin_praet_indic_med,12
укрепиться,pf,inf_med,2
укреплять,ipf,fin_praes_indic_act,27
укреплять,ipf,inf_act,15
укреплять,ipf,fin_praet_indic_act,9
укреплять,ipf,ger_praes_act,4
укреплять,ipf,partcp_praes_act,2
укрепляться,ipf,fin_praet_indic_med,9
укрепляться,ipf,fin_praes_indic_med,3
укрепляться,ipf,inf_med,1
укрепляться,ipf,fin_fut_med,1
укротить,pf,inf_act,1
укротить,pf,fin_praet_indic_act,1
укрощать,ipf,inf_act,1
укрощать,ipf,partcp_praes_act,1
укрощать,ipf,ger_praes_act,1
укрощать,ipf,fin_praes_indic_act,1
укрупнить,pf,inf_act,2
укрупнить,pf,partcp_praet_pass,2
укрупнить,pf,fin_praet_indic_act,2
укрупниться,pf,fin_praet_indic_med,1
укрупнять,ipf,fin_praet_indic_act,3
укрупнять,ipf,inf_act,1
укрупнять,ipf,partcp_praet_act,1
укрупняться,ipf,inf_med,1
укрывать,ipf,fin_praet_indic_act,5
укрывать,ipf,fin_praes_indic_act,3
укрывать,ipf,partcp_praes_pass,1
укрывать,ipf,ger_praes_act,1
укрываться,ipf,fin_praet_indic_med,6
укрываться,ipf,inf_med,2
укрываться,ipf,fin_praes_indic_med,1
укрываться,ipf,partcp_praet_med,1
укрыть,pf,partcp_praet_pass,12
укрыть,pf,fin_praet_indic_act,9
укрыть,pf,inf_act,4
укрыть,pf,fin_imper_act,2
укрыть,pf,ger_praet_act,1
укрыть,pf,fin_fut_indic_act,1
укрыться,pf,inf_med,19
укрыться,pf,fin_praet_indic_med,17
укрыться,pf,ger_praet_med,7
укрыться,pf,fin_fut_indic_med,2
укрыться,pf,fin_imper_med,1
укрыться,pf,partcp_praet_med,1
укупорить,pf,partcp_praet_pass,1
укутать,pf,partcp_praet_pass,12
укутать,pf,fin_praet_indic_act,3
укутать,pf,inf_act,1
укутаться,pf,fin_praet_indic_med,2
укутаться,pf,fin_fut_med,1
укутывать,ipf,inf_act,1
укутывать,ipf,fin_praet_indic_act,1
укутывать,ipf,ger_praes_act,1
улавливать,ipf,fin_praes_indic_act,19
улавливать,ipf,fin_praet_indic_act,13
улавливать,ipf,inf_act,6
улавливать,ipf,partcp_praes_pass,1
улавливать,ipf,ger_praes_act,1
уладить,pf,inf_act,7
уладить,pf,fin_fut_indic_act,4
уладить,pf,fin_praet_indic_act,3
уладить,pf,fin_fut_pass,2
уладить,pf,partcp_praet_pass,1
уладиться,pf,fin_fut_indic_med,1
уладиться,pf,fin_praet_indic_med,1
улаживать,ipf,inf_act,5
улаживать,ipf,fin_praet_indic_act,2
улаживать,ipf,fin_fut_act,1
улаживаться,ipf,fin_praes_indic_med,2
улаживаться,ipf,fin_praet_indic_med,1
улестить,pf,fin_praet_indic_act,1
улетать,ipf,fin_praes_indic_act,16
улетать,ipf,fin_praet_indic_act,15
улетать,ipf,inf_act,4
улетать,ipf,partcp_praes_act,3
улетать,ipf,partcp_praet_act,2
улетать,ipf,fin_imper_act,2
улетать,ipf,ger_praes_act,2
улетать,ipf,fin_fut_act,1
улететь,pf,fin_praet_indic_act,52
улететь,pf,fin_fut_indic_act,15
улететь,pf,inf_act,13
улететь,pf,partcp_praet_act,3
улететь,pf,fin_imper_act,2
улететь,pf,fin_fut_act,1
улетучиваться,ipf,fin_praes_indic_med,4
улетучиваться,ipf,fin_praet_indic_med,1
улетучиться,pf,fin_praet_indic_med,7
улетучиться,pf,fin_fut_indic_med,2
улетучиться,pf,inf_med,1
улечься,pf,fin_praet_indic_med,31
улечься,pf,fin_fut_indic_med,10
улечься,pf,partcp_praet_med,2
улечься,pf,ger_praet_med,2
улечься,pf,inf_med,1
улещивать,ipf,fin_praet_indic_act,1
уличать,ipf,partcp_praes_act,7
уличать,ipf,fin_praet_indic_act,6
уличать,ipf,fin_fut_act,3
уличать,ipf,fin_praes_indic_act,3
уличать,ipf,fin_imper_act,1
уличать,ipf,inf_act,1
уличить,pf,inf_act,10
уличить,pf,partcp_praet_pass,5
уличить,pf,fin_praet_indic_act,5
уличить,pf,fin_fut_pass,4
уличить,pf,ger_praet_act,1
уличить,pf,fin_imper_act,1
уличить,pf,fin_fut_indic_act,1
уличить,pf,fin_fut_act,1
уловить,pf,fin_praet_indic_act,31
уловить,pf,inf_act,25
уловить,pf,ger_praet_act,5
уловить,pf,fin_fut_act,4
уловить,pf,partcp_praet_pass,3
уловить,pf,fin_fut_indic_act,2
уложить,pf,fin_praet_indic_act,40
уложить,pf,inf_act,31
уложить,pf,partcp_praet_pass,21
уложить,pf,fin_fut_indic_act,8
уложить,pf,fin_fut_pass,4
уложить,pf,ger_praet_act,3
уложить,pf,fin_imper_act,2
уложить,pf,fin_fut_act,1
уложиться,pf,fin_fut_indic_med,5
уложиться,pf,inf_med,3
уложиться,pf,fin_praet_indic_med,3
уложиться,pf,ger_praet_med,1
уломать,pf,fin_praet_indic_act,8
уломать,pf,inf_act,2
уломать,pf,fin_fut_indic_act,2
улучать,ipf,ger_praes_act,1
улучить,pf,ger_praet_act,11
улучить,pf,fin_praet_indic_act,5
улучшать,ipf,fin_praes_indic_act,15
улучшать,ipf,inf_act,7
улучшать,ipf,partcp_praes_act,6
улучшать,ipf,ger_praes_act,3
улучшать,ipf,fin_praet_indic_act,2
улучшаться,ipf,fin_praes_indic_med,15
улучшаться,ipf,fin_praet_indic_med,3
улучшаться,ipf,inf_med,3
улучшить,pf,inf_act,27
улучшить,pf,partcp_praet_pass,10
улучшить,pf,fin_fut_indic_act,5
улучшить,pf,fin_praet_indic_act,3
улучшиться,pf,fin_praet_indic_med,12
улучшиться,pf,fin_fut_indic_med,11
улучшиться,pf,partcp_praet_med,2
улучшиться,pf,inf_med,1
улыбаться,ipf,fin_praet_indic_med,290
улыбаться,ipf,ger_praes_med,196
улыбаться,ipf,fin_praes_indic_med,167
улыбаться,ipf,partcp_praes_med,51
улыбаться,ipf,inf_med,48
улыбаться,ipf,fin_imper_med,5
улыбаться,ipf,partcp_praet_med,2
улыбаться,ipf,partcp_praes_act,1
улыбаться,ipf,fin_fut_med,1
улыбнуться,pf,fin_praet_indic_med,613
улыбнуться,pf,inf_med,21
улыбнуться,pf,ger_praet_med,17
улыбнуться,pf,fin_fut_indic_med,11
улыбнуться,pf,fin_imper_med,3
улыбнуться,pf,fin_praet_indic_act,1
улыбнуться,pf,fin_fut_med,1
умалить,pf,inf_act,3
умалить,pf,fin_praet_indic_act,1
умалиться,pf,fin_fut_indic_med,1
умалчивать,ipf,ger_praes_act,1
умалчивать,ipf,fin_fut_indic_act,1
умалять,ipf,fin_praes_indic_act,6
умалять,ipf,partcp_praes_act,2
умалять,ipf,inf_act,1
умалять,ipf,ger_praes_act,1
уманить,pf,fin_praet_indic_act,1
умасливать,ipf,fin_praet_indic_act,3
умасливать,ipf,inf_act,1
умаслиться,pf,fin_praet_indic_med,1
уматывать,ipf,fin_imper_act,2
уматывать,ipf,fin_praes_indic_act,1
умаять,pf,fin_praet_indic_act,1
умаять,pf,partcp_praet_pass,1
умаяться,pf,ger_praet_med,2
умаяться,pf,fin_praet_indic_med,1
уменьшать,ipf,fin_praes_indic_act,18
уменьшать,ipf,partcp_praes_act,9
уменьшать,ipf,inf_act,6
уменьшать,ipf,ger_praes_act,6
уменьшать,ipf,fin_praet_indic_act,4
уменьшаться,ipf,fin_praes_indic_med,43
уменьшаться,ipf,fin_praet_indic_med,13
уменьшаться,ipf,inf_med,6
уменьшаться,ipf,partcp_praes_med,6
уменьшаться,ipf,ger_praes_med,3
уменьшаться,ipf,partcp_praet_med,1
уменьшаться,ipf,fin_fut_med,1
уменьшить,pf,inf_act,28
уменьшить,pf,partcp_praet_pass,16
уменьшить,pf,fin_praet_indic_act,6
уменьшить,pf,fin_fut_pass,4
уменьшить,pf,fin_fut_indic_act,3
уменьшить,pf,ger_praet_act,2
уменьшить,pf,fin_imper_act,1
уменьшиться,pf,fin_praet_indic_med,39
уменьшиться,pf,fin_fut_indic_med,27
уменьшиться,pf,partcp_praet_med,1
уменьшиться,pf,inf_med,1
уменьшиться,pf,fin_imper_med,1
умереть,pf,fin_praet_indic_act,623
умереть,pf,fin_fut_indic_act,155
умереть,pf,inf_act,120
умереть,pf,partcp_praet_act,43
умереть,pf,fin_imper_act,14
умереть,pf,fin_fut_act,3
умереть,pf,ger_praet_act,1
умерить,pf,fin_praet_indic_act,3
умерить,pf,inf_act,2
умерить,pf,partcp_praet_pass,1
умерить,pf,fin_fut_indic_act,1
умертвить,pf,inf_act,5
умертвить,pf,partcp_praet_pass,4
умертвить,pf,fin_praet_indic_act,2
умертвить,pf,partcp_praet_act,1
умертвить,pf,fin_fut_pass,1
умерщвлять,ipf,fin_praet_indic_act,2
умерщвлять,ipf,fin_praes_indic_act,1
умерять,ipf,inf_act,2
умеряться,ipf,fin_praet_indic_med,1
уместить,pf,fin_praet_indic_act,2
уместить,pf,fin_fut_act,2
уместить,pf,inf_act,1
уместиться,pf,inf_med,8
уместиться,pf,fin_praet_indic_med,7
уместиться,pf,fin_fut_indic_med,5
умещать,ipf,partcp_praet_act,1
умещать,ipf,fin_praet_indic_act,1
умещаться,ipf,fin_praet_indic_med,19
умещаться,ipf,fin_praes_indic_med,11
умещаться,ipf,partcp_praet_med,1
умещаться,ipf,partcp_praes_med,1
умилить,pf,partcp_praet_pass,1
умилиться,pf,fin_praet_indic_med,2
умилиться,pf,fin_fut_indic_med,1
умилиться,pf,inf_med,1
умилостивить,pf,inf_act,1
умилять,ipf,fin_praet_indic_act,8
умилять,ipf,fin_praes_indic_act,1
умиляться,ipf,fin_praet_indic_med,4
умиляться,ipf,ger_praes_med,3
умиляться,ipf,fin_praes_indic_med,3
уминать,ipf,fin_praet_indic_act,3
уминать,ipf,fin_praes_indic_act,2
уминать,ipf,inf_act,1
уминать,ipf,ger_praes_act,1
умирать,ipf,fin_praes_indic_act,133
умирать,ipf,fin_praet_indic_act,82
умирать,ipf,inf_act,62
умирать,ipf,partcp_praes_act,24
умирать,ipf,ger_praes_act,9
умирать,ipf,fin_fut_act,5
умирать,ipf,partcp_praet_act,4
умирать,ipf,fin_imper_act,3
умиротворить,pf,inf_act,1
умиротворить,pf,partcp_praet_pass,1
умиротворить,pf,fin_praet_indic_act,1
умиротвориться,pf,fin_praet_indic_med,1
умиротворять,ipf,partcp_praes_act,3
умиротворять,ipf,inf_act,1
умиротворять,ipf,fin_praet_indic_act,1
умиротворять,ipf,fin_praes_indic_act,1
умнеть,ipf,fin_praes_indic_act,4
умнеть,ipf,inf_act,1
умнеть,ipf,fin_praet_indic_act,1
умножать,ipf,fin_praes_indic_act,3
умножать,ipf,fin_praet_indic_act,2
умножать,ipf,inf_act,1
умножать,ipf,partcp_praes_act,1
умножаться,ipf,fin_praes_indic_med,1
умножить,pf,inf_act,4
умножить,pf,partcp_praet_pass,3
умножить,pf,fin_imper_act,2
умножить,pf,ger_praet_act,1
умножить,pf,fin_praet_indic_act,1
умножить,pf,fin_fut_indic_act,1
умножить,pf,fin_fut_pass,1
умножиться,pf,fin_praet_indic_med,1
умножиться,pf,partcp_praet_med,1
умолить,pf,fin_praet_indic_act,4
умолкать,ipf,fin_praet_indic_act,18
умолкать,ipf,ger_praes_act,5
умолкать,ipf,fin_praes_indic_act,3
умолкать,ipf,inf_act,1
умолкать,ipf,partcp_praes_act,1
умолкнуть,pf,fin_praet_indic_act,48
умолкнуть,pf,inf_act,2
умолкнуть,pf,partcp_praet_act,2
умолкнуть,pf,ger_praet_act,1
умолкнуть,pf,fin_fut_indic_act,1
умолчать,pf,inf_act,5
