lemma,aspect,nonpast,past,inf,imper,gerund,partcp.act.past,partcp.act.nonpast,partcp.pass.past,partcp.pass.nonpast,rel_usage
комментировать,ipf,22,11,15,0,10,0,1,0,3,62
контролировать,ipf,52,13,55,1,6,1,15,0,8,151
кончать,ipf,41,38,30,32,5,1,0,0,0,147
кончаться,ipf,70,79,1,0,1,0,1,0,0,152
кончить,pf,40,131,22,6,6,7,0,37,0,249
кончиться,pf,115,371,19,0,0,0,0,0,0,505
копать,ipf,22,31,45,5,1,1,0,0,0,105
копаться,ipf,15,20,13,2,1,0,0,0,0,51
кормить,ipf,81,94,104,15,0,3,9,5,0,311
коснуться,pf,15,86,26,0,7,0,0,0,0,134
красить,ipf,17,14,11,2,1,2,0,14,0,61
краснеть,ipf,21,30,8,0,7,0,1,0,0,67
кричать,ipf,346,446,106,26,14,5,9,0,0,952
крутить,ipf,47,61,24,22,9,1,1,0,1,166
крутиться,ipf,30,20,6,3,1,0,0,0,0,60
купаться,ipf,22,35,57,0,2,0,0,0,0,116
купить,pf,129,317,259,38,8,4,0,77,0,832
курить,ipf,143,173,123,22,3,6,9,0,0,479
кушать,ipf,22,12,49,33,0,0,1,0,0,117
лаять,ipf,21,18,9,0,1,0,3,0,0,52
лгать,ipf,31,25,20,1,0,0,4,0,0,81
лететь,ipf,179,135,32,22,1,3,46,0,0,418
лечить,ipf,42,23,61,3,0,5,13,0,0,147
лечиться,ipf,18,25,25,7,0,0,0,0,0,75
лечь,pf,45,277,59,7,0,1,0,0,0,389
лить,ipf,27,15,3,4,0,0,1,3,0,53
лишать,ipf,21,17,10,1,6,0,1,0,1,57
лишить,pf,21,45,28,1,7,0,0,105,0,207
лишиться,pf,15,47,15,0,7,0,0,0,0,84
ложиться,ipf,72,81,27,29,12,0,0,0,0,221
ломать,ipf,43,51,47,5,12,1,3,0,1,163
любоваться,ipf,22,27,15,2,20,0,0,0,0,86
менять,ipf,88,72,129,2,45,2,3,0,0,341
меняться,ipf,149,115,39,2,1,0,0,0,0,306
мешать,ipf,191,209,37,24,14,6,14,0,0,495
молиться,ipf,43,63,60,10,2,0,0,0,0,178
морщиться,ipf,11,18,1,4,25,0,0,0,0,59
мучить,ipf,42,84,22,5,0,4,2,0,2,161
мучиться,ipf,31,54,12,6,7,0,0,0,0,110
мыть,ipf,48,72,62,12,3,1,2,9,0,209
мыться,ipf,10,28,16,4,1,0,0,0,0,59
набирать,ipf,27,38,15,2,24,2,6,0,0,114
набить,pf,18,24,10,3,2,3,0,71,0,131
набрать,pf,28,93,25,3,6,12,0,14,0,181
набраться,pf,9,37,13,2,1,0,0,0,0,62
навести,pf,11,38,25,0,1,0,0,8,0,83
навещать,ipf,6,29,13,0,2,6,1,0,0,57
наводить,ipf,21,21,16,0,5,1,3,0,2,69
